comment,channel,video_url,comment_en,sentiment
गर्नु त पर्ने हो तर बेलायल ले कहिले यस्तो गर्दैन,BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,"It should be done, but Belial never does it",negative
"लिपुलेक तो क्या कुछ भी नहीं मिलेगा आओगे तो लात मिलेगा वो भी किस्तों में ये कोई नेपाल नहीं है, ये भारत है अभी खा जी रहे हो ,वही शुक्र मनाओ, बॉर्डर बंद होगया न तो ये वृहद नेपाल का चूर्ण चाटना बंद हो जाएगा । साल अहसान फरामोश हो तुम लोग । जिस थाली में खाते हो उसी में छेद करते हो",BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,"Lipulek, won't you get anything, if you come, you will get a kick, that too in installments, this is not Nepal, this is India, you are eating and living now, be thankful, if the border is closed, then licking the dust of Greater Nepal will stop. You guys have been ungrateful for years. You make holes in the plate you eat from.",negative
डाब,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,left,neutral
"न्यायको दिन आउँदैछ, पश्चात्ताप गर",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"The day of judgment is coming, repent",negative
हामी तपाईँले पद जोगाउने आफूले गल्ती गरेको जोगाउने स्वार्थको आफ्नो स्वार्थको कानुनमा सार्वजनिक गराउनमा राखेर सर्वजनिक गरुम बुद्धिजीवी सरकारहरू माननीय ज्यूहरू किचलना निकाली राख समय अहिले डाँडा काटिसक्यो। केको लागि हाम्रो नेपालमा चाहिँ यस्तो गरिराखेको भनिराखेको।,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"We want you to protect your position, to protect your own interests, to protect your own selfishness, to make it public in the law. Why are you saying that we are doing this in Nepal?",negative
Tukka,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Hair,neutral
Nepal le varat ko vumi Michne sahash hola ra varat le k herera baseko thiyeta,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Nepal le varat ko michne sahash hola rahe var le k herera baseko thiyeta,negative
जय बालेन शाह 🙏,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Jai Balen Shah 🙏,positive
Kasto sandad yo yasko bachha harule ke siklaa,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,What kind of sand will your child teach you to play?,neutral
"Pradhan mantri le ke vanna khojnu vo konni varatko goa, mumbai jasta thauma basnulai ....jamin micheko vaneko hola...haha",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"Pradhan Mantri ke ke ke khojnu vo khoon varatko goa, mumbai jasta thauma nulai….jamin micheko vaneko hola…haha",positive
देखाउने  दाँत र चपाउने दाँत  फरक फरक हुन्छ जुन कुरो को डर थियोे बालेन संग त्यै भयो।  बालेनको असली  रुप यो त सुरुवात मत्रै हो। 😢,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"Incisor teeth and chewing teeth are different, which is what happened with Balen.  Balen's true form is just the beginning. 😢",negative
"हाम्रा प्रधानमन्त्रीले गाँजा तानेर बोलेको हो कि सपनामा बरबराएको भेउ पाउनै सकिएन। सत्ता बाहिर हुँदा कालो देख्ने नेताले सत्तामा पुगेपछि त्यसैलाई सेतो देख्दा रहेछन्। भारत ठूलो छ म सानो छु भनेर डर लागेर होला हाम्रा होनहार प्रधानमन्त्री भारतले हाम्रो साँध मिचेको होइन रैछ हामीले पो भारतको साँध मिचेका रैछौं भनेर घुमाउरो पाराले कालापानी लिपुलेक लगाएत भू-भाग हाम्रो होइन भारतकै हो भन्ने अभिव्यक्ति दिइरहेका छन्। अब भन्नुस यस्ता नेताबाट हामी कसरी स्वतन्त्र र सार्भौंसत्ता मुलुकमा हौं भन्न सक्छौं ? राम्रो ""म"" बूढो ""य"" वा ! कस्तो मजाको काइते भाषा ।",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"Our prime minister smoked marijuana and said that he could not get a wild sheep in his dreams. Leaders who see black when they are out of power will see it as white when they are in power. Perhaps fearing that India is big and I am small, our promising Prime Minister is giving the expression that India is not ours, but we are India's. Now tell me how can we say that we are a free and sovereign country from such leaders? good ""me""",negative
भारतको कादमा चडेर पर्धानमन्तर्िबनेको रहेछ,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,He went to India and became the Prime Minister,neutral
बालेन साहा कहिले  पनि  नेपाल  र नेपाली को पोक्छेमा छैन भन्ने कुरा बुजियो नि ?,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Did you understand that Balen Saha is never in Nepal and Nepalese?,neutral
"घनटे,शासन,चाईदईन",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"hours, rule, chaidain",neutral
Qatar 🙏👍,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Qatar 🙏👍,positive
तपाइ हामीलाई भन्दा बढि देश को माया बालेन सरकार लाई छ देशप्रेमी छन बालेन सरकार नबुझी बोलदैनन बढि नभुक,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"You do not love the country more than us, the government is patriotic, the government does not speak without understanding.",negative
"त्यो त्यापेले कति झुत बोल्न सकेको हो , र पैसा  चाइयो भन्दैमा  जनता  को खुन चुस्न मिल्छ ??",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"How many lies has that guy been able to tell, and who can suck the blood of the people by saying that he wanted money??",negative
He is definitely a puppet of the CIA/USA.,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,He is definitely a puppet of the CIA/USA.,negative
Good basana thapa ji,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Good basana thapa ji,positive
Yo dhoti Lai India pathaunu parxa,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Yo dhoti Lai India pathaunu parxa,negative
भारत लाई पनि थाहा छ लिपुलेक नेपालको भुमी हो तर भारत बोल्दैन।नेपालले भारतको भुमी मिचेको छ भन्नू   जिम्मेवार ब्यत्तिले बोल्नुले ठूलो अर्थ राख्दछ।,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"India also knows that Lipulekh is Nepal's land, but India does not say it. It means a lot to speak responsibly that Nepal has encroached on India's land.",negative
Good  balen,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Good bummed,positive
सुभा बिहानी हजूर जय नेपाल 🇳🇵🇳🇵🇳🇵 गुड न्यूज 🙏🙏🇳🇵🇳🇵 मा इंडिया को उतारा खण्ड जोशीमठ मारवाड़ी कैंप बटा हेर दाईं 🇳🇵🇳🇵 रेगुराल 🇳🇵🇳🇵❤❤🙏🙏🙏,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Subha Bihani Hazur Jai Nepal 🇳🇵🇳🇵🇳🇵 Good News 🙏🙏🇳🇵🇳🇵 Ma India Ko Utara Khand Joshimath Marwari Camp Bata Her Right 🇳🇵🇳🇵 Regular 🇳🇵🇳🇵❤❤🙏🙏🙏,positive
नेपाल ले सके सम्म धेरै इंडिया धोती को जग्गा मिच्नु पर्दछ,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"As much as possible, Nepal should destroy the land of India Dhoti",negative
जय बाले नं दाजु,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Jai Bale no brother,negative
"एकदम ठिक छ, इन्डियाले मिच्न हुन्छ भने नेपाल ले किन नहुने ?",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"It is very good, if India can do it, why not Nepal?",positive
Imadoal lalitpur,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,imadoal lalitpur,negative
"संसदमा धेरै भाँड भैलो र हल्ला खल्ला भै रहको कुरा जनता र नागरिकले हेरिरहेका छन, आउँदो समयमा सत्य असत्य जनता र नागरिकले पर्दाफास गर्ने छन,नेताहरूसंसद भित्र जति उफ्रे पनि जनता नागरिकलाई सबै थाहा छ, सत्य समाचार मात्र सार्वजनिक गरन हुन हार्दिक अनुरोध छ समाचारदातालाई धन्यवाद छ",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"The people and citizens are watching the fact that there is a lot of gossip and rumors in the parliament. In the coming time, the people and the citizens will expose the truth and falsehood. No matter how much the leaders jump inside the parliament, the people know everything. It is a sincere request to publish only the true news. Thank you to the journalists.",neutral
भारत को भुमी नेपालले धेरै ठाउमा मिचेको रहेछ भन्ने प्र. म. को अभिब्यक्ती मलाई पनि मन परेन तर वहाँ ले किन र कसरी बोल्नु भयो ? यो खोज्न आबस्यक छ 🤔🤔,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"Question that India's land has been encroached by Nepal in many places. m. I didn't like his expression either, but why and how did he speak? This is a must find 🤔🤔",negative
"Bagale ko buwa  le den chha  3%  vat  chhito bhanda chhito kharij  gar, pvt hospital  ko bill ma  lagayko  vat chhito bhanda chhito kharij  gar ,Electricity ko bill  ma  lagayko  ko vat  chhito bhanda chhito kharij  gar,buyer, madira  ,shurti ja  goods haru  ma  tax  kharij  gar ,jaga  bikri gareko  profit ma labhanshker tax  5 %  lagiraheko tax tyo pani  kharij  gar , yasta Economic ministers  birodh  zen Z student haru le  desh  bhari  jan Aandolan garnu pardchha, yasta government  lai kharij  garnu pardchha.",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"Bagale ko buwa le den chha 3% vat chhito bhanda chhito kharij gar, pvt hospital ko bill ma lagayko vat chhito bhanda chhito kharij gar ,Electricity ko bill ma lagayko ko vat chhito bhanda chhito kharij gar,buyer, madira ,shurti ja goods haru ma tax kharij gar ,jaga bikri gareko profit ma labhanshker tax 5% lagiraheko tax tyo pani kharij gar , yasta Economic ministers birodh zen Z student haru le desh bhari jan Aandolan garnu pardchha, yasta government lai kharij",neutral
"शेयर बजारसँग सम्बन्धित अन्तिम करको बारेमा अर्थमन्त्रीको स्पष्टीकरण सरकारी राजपत्रमा आउनुपर्छ, त्यसपछि सबै भ्रम हट्नेछ।यो धेरै स्वागतयोग्य छ",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"Finance Minister's clarification about the final tax related to stock market should come in official gazette, then all confusion will be cleared. This is very welcome.",positive
सँसदमा भेडा रहेछन्,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,There are sheep in Parliament,negative
बालेान देशबेच्ने भारती रहेछन ।,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Balean are Indians who sell their country.,negative
Regular lalitpur,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Regular lalitpur,neutral
सार्वजनिक ठाउँमा धुम्रपान गर्न प्रतिबन्ध गर्नुपर्ने छ❤❤,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Smoking should be banned in public places,negative
यो सासद व्यबस्था अन्त्य गर्दा राम्रो होला ।,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,It would be better to end this parliamentary system.,negative
"Even if you look into history, Lipulekh belongs to India. Why would India encroach on Nepal territory? It is very much evident that China has encroached on Nepal territory but Nepal never speaks of that. Balen Shah is a puppet of the CIA that's why he targets India only. Have you noticed what the CIA is doing behind? They did a coup on Imran Khan (Pakistan) got & him expelled. Afghanistan's, Pakistan's, Maldives, Sri Lanka's, Bangladesh's,  and Nepal's PM were thrown out and they were influenced by foreign powers.",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"Even if you look into history, Lipulekh belongs to India. Why would India encroach on Nepal territory? It is very much evident that China has encroached on Nepal territory but Nepal never speaks of that. Balen Shah is a puppet of the CIA that's why he targets India only. Have you noticed what the CIA is doing behind? They did a coup on Imran Khan (Pakistan) got & him expelled. Afghanistan's, Pakistan's, Maldives, Sri Lanka's, Bangladesh's,  and Nepal's PM were thrown out and they were influenced",negative
dang lamahi bata kohi hunuhunchh bhane hajir hum ta 🙏🙏🙏,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Dang lamahi tell kohi honuhunchh bhane hajir hum ta 🙏🙏🙏,positive
Good morning,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Good morning,positive
३५ मिनेट मा समाधान खोजेको होर?,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Looking for a solution in 35 minutes?,neutral
देशमा अस्तै अराजक तत्त्व हुन्जेल उन्नती हुदैन अर्को चुनाव देखि बादर पार्टीहरु सकिन्छ आनन्द हुन्छ ।,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"As long as there is an element of chaos in the country, there will be no progress. After the next election, there will be no more parties.",negative
"महेन्द्र नगरमा महाकाली वारीनै भारतिय  क्याम्प  भयको हामी  कति नेपालीले देखेका छौ ,त्यो कमेन्ट  वाट प्रस्ट्याउ,",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,How many of us Nepalis have seen the Indian camp of Mahakali in Mahendra Nagar?,neutral
"यो रियल स्टेट  त नेपाल मा भुमाफिया तरिका ले चल्यो , सार्वजनिक जग्गा लाई दर्ता गर्ने,तिनपुस्ता खडा गर्ने,बडा मा पैसा खुवाउने बिचौलिया खडा गर्ने जग्गा हडपेर लालपुर्जा निकाल्ने, planning गर्ने तर भबनबिभाग को मापदण्ड अनुसार 20% जमिन खालि राख्नुपर्छ, तर यिनीहरू ले सबै जमिन धडेरि बनाएर बेच्ने कमाउ अभियान मा छन, जमिन को भाउ आकासियो, यिनहरू लाई दायराभित्र राख्नुपर्छ, पुराना नेताका भ्रष्टाचार का पैसा जमिन मा सेर को रूपमा लगाएका छन, यि माफिया ले खोला को डिलमा नै  boundry wall लगाउने बिक्रि गर्ने,पछि किन्ने ब्यक्ती फस्ने यस्तो खेल छ , हरेक रियलस्टेट को कामै जमिन हडपेर कमाउ धन्दा मा ब्यस्त छन,99% planners ले सखाप पारेका छन,जस्तै, भैसेपाटि मा चौधरी को सानो housing, civil homes ph 2,3,5,,6,7 ,मा GLD चेक गर्नुपर्छ, हरियालि हाउजिङ मा त hightention line को sedback भित्र नै घडेरी बिक्री गरेकाछन, यि रियलस्टेट होइनन, यि भुमाफिया का झुन्ड, राष्ट्र का धमिरा पो हुन त ,सबै planners and housing company ले घर बनाएर बेचेका या जमिन लाई घडेरि बनाएर बेचेका या बिक्रि का लागि तयार गरिएका योजना का सबै को मापदण्ड चेक गर्नुपर्छ त्या ठुलो लतपत छ ,यो नया सरकार यो लतपत मा नफसोस,",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"This real estate was run in a fraudulent way in Nepal, registering the public land, setting up three generations, setting up middlemen who feed the big money by grabbing the land and extracting red parts, planning, but according to the standards of the building department, 20% of the land should be kept vacant, but they are in a profit campaign to sell all the land, the price of the land has risen, they should be kept within the scope, money, corruption of the old leaders are planted in the land. As they have put it, this mafia will put a boundary wall on the deal of the river and sell it, then buy it later",negative
"राष्ट्रघाती बालेन् , नेपालले भारतको जग्गा मिचेको भन्छ",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,They say that Nepal has encroached on India's land,negative
हाम्रा  प्रधानमन्त्री  भारतका पनि हुन र?,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Our Prime Minister is also from India?,neutral
Good morning 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵❤❤,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Good morning 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵❤❤,positive
Abbi k ho tysto vavwan vetra nai ladai xa Ani bahera k ramro hunxa hau,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Abbi k ho tysto vavwan vetra if I don't have a ramro outside,negative
❤❤❤❤❤❤ Regular dhang ghorahi dekhi ❤❤❤❤,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,❤❤❤❤❤❤ Regular dhang ghorahi dekhi ❤❤❤❤,positive
"Nepal le kahaa, Kun ilaqa ma Kati Jagga occupied gare chhan, PM jasto manksha le espasta jawaf dino parchha, Tara Bharat le chahi Nepal ko harek borders haru ma Nepal Ko Jagga atikram gari raheko chhan",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"Nepal le kahaa, Kun ilaqa ma Kati Jagga occupied gare chhan, PM jasto manksha le espasta jawaf dino parchha, Tara Bharat le chahi Nepal ko harek borders haru ma Nepal Ko Jagga atikram gari raheko chhan",negative
Balen sah राजिनामा दे,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Balen sah give me Rajinaama,positive
"Internationally and diplomatically speaking, India is now dragged for a table talk with Nepal in the presence and witness of Great Britain (which colonized India until 1947) for leaving  illegally occupied sovereign territory of Nepal, Kalapani, Lipulekh,  Limpiyadhura by India sinse 1962 China-India war. Good luck, Balen Shah.👍",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"Internationally and diplomatically speaking, India is now dragged for a table talk with Nepal in the presence and witness of Great Britain (which colonized India until 1947) for leaving  illegally occupied sovereign territory of Nepal, Kalapani, Lipulekh,  Limpiyadhura by India sinse 1962 China-India war. Good luck, Balen Shah.👍",positive
हे भगवान यस्ता बादरहरु संसदमा पसे पछि के निकास पाउछ र देशले😊,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"Oh God, what will the country get after these badas enter the parliament?",negative
Controversial words  nabolnu parne,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Controversial words  nabolnu parne,negative
शुभप्रभात नेपाली न्युज🙏🙏🌺♥️🇳🇵,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Good morning Nepali News 🙏🙏🌺♥️🇳🇵,positive
Good morning  🙏Birtamode,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Good morning  🙏Birtamode,positive
हिजो को दिन फालेको बोटल कवाडी टिप्ने जति सबै सांसद बनाए पछि घन्टाको देश बिकास हुन्छ,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,The country will develop in an hour after making all the MPs as much as picking up the bottles of Kavadi that were thrown away yesterday,neutral
Yes😊😊,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Yes😊😊,positive
के सुनेनउ  लेपाली हाै भारत मा घर बनार बसेका छै भनेको,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Did you hear that Lepali is living in India?,neutral
Please follow rampalji Bhagwan ji ki,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Please follow rampalji God ji ki,positive
दशगजामा खेति गर्नु र कालापानी लिपूलेखमा भारतिय सेना राखेर आफूखुसी गर्नु एउटै होर ?,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Is it the same thing to cultivate in Dasgaja and keep the Indian army in Kalapani Lipulekh?,neutral
गूड🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Good🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤,positive
Yo kute lai jut chaiyeyoo muji,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Yo can lay jut memory in the house,neutral
"Use your brain idiots . तपाईहरूलाई के लाग्छ  बालेन आफुले आफ्नो टाउकोमा पानीको बाल्टी खन्याउने मूर्ख हो? मलाई त यस्तो पट्टकै लागेन। He is goddamn genius. बालेनको एक कुटनैतिक चालले भारतमा तहल्का मच्चियो। बिरोधको लागी बिरोध गर्ने  नेपाली मिडिया, राजनैतिक दल र तिनका झोलेहरु र यि स्वघोषित सिमा बिधहरुमा बालेनको कुटनैतिक चाल बिझ्ने औकत छैन। भारतिया मिडियाहरुमा आवाज नउठेसम्म लिपुलेक र कालापनी बारे जस्ले जति हात उफ्रेर कराए पनि भारतले बाल दिने वाला थिएन तर अहिले अवस्था फरक भयो। बालेनको एक चालले चिन र ब्रिटेन मुछेर क्षेत्रीय बहसलाई अन्तर्राष्ट्रिय संवादमा परिणत गरे। आब लिपुलेक र कालापनी नेपालको नक्सामा फर्कन्छ।",NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,"Use your brain idiots. Do you think Balen is a fool to pour a bucket of water on his head? I didn't think so at all. He is a goddamn genius. A diplomatic move by Balen caused a stir in India. Nepali media, political parties and their supporters who are protesting for the sake of protest, and Balen's diplomatic moves in these self-proclaimed border issues, have no way of stopping. India was not going to give up no matter how many people raised their hands about Lipulekh and Kalapani until the Indian media raised their voice, but now the situation is different. A move from Balen's Chin and Br",negative
Balen dunge out,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Balen dunge out,negative
भारतमा हंगामा बबाल भै रा छ नेपाल फुच्चे गरिब ले जमिन कब्जा गर्ने भनी बल्ल विषय भाे बुझ्ने लाई अनि लुट्ने लाई के भनम 2/3 जनता ले यत्तिकै दियका हैनछन ।।,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,"There is a lot of commotion in India. Nepal, the poor will occupy the land. What can I say to those who barely understand the subject and the looters? 2/3 of the people have not given much.",negative
Kasle lekhdeko hola bichara balla ballla padin dijjule,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Kasle lekhdeko hola bichara balla ballla padin dijjule,positive
झोलेनी मासु भाते हरुको काम छैन😂😂😂😂,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,There is no work for those who eat bagged meat 😂😂😂😂,negative
Mannaniye Yesoda Baral Jiu Amar Rahun tappaiko Tarkalai simular Rakhi agamidinma Kadhma kadh hatma hat milai NEPALBACHAO ABHIYANMA AGHI BADNE CHHAUN JAI NEPAL,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Mannaniye Yesoda Baral Jiu Amar Rahun tappaiko Tarkalai simular Rakhi agamidinma Kadhma kadh hatma hat milai NEPALBACHAO ABHIYANMA AGHI BADNE CHHAUN JAI NEPAL,negative
ta valu le namaanera k hunxa,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,of the value of the character k hunxa,neutral
Jaye mato😊,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Come mom😊,positive
kasto ramro boleko yo ho ni nepali bhaneko,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Nepali women who suffer,negative
dhikkar cha yesto neeta haru lai baru purai thik ..auta diplomacy ra raj kaz na-bhujey haru ko hat ma desh pugyo..,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,dhikkar cha yesto neeta haru lai baru purai thik ..auta diplomacy ra raj kaz na-bhujey haru ko hat ma desh pugyo..,negative
samsad purai khali cha..yesta haru ley k kam garlan khoe,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,samsad purai khali cha..yesta haru ley k kam garlan khoe,negative
Ghuti chulag,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Guti chulag,positive
Raja aawdes bchaw jay Nepal gareter nepal kalapani hamro ho,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Raja aawdes bchaw jay nepal gareter nepal kalapani hamro ho,negative
बालेन सरकार हाे याे बुझ्नुभयाे पहिलाकाे काङ्रेस ऐमाले माओबादि काे सरकार हाेईन 👃🙏🙏,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Balen government is not the previous Congress Aimale Maoist government 👃🙏🙏,negative
अहिले सम्म के हेरेर बस्नुभयकाे थियाे मेडम कुरा त गर्नुभयाे ठुलै....?,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,"What have you been watching till now, madam?",neutral
"केईहैन,एकशाथिकाे निम्ति अर्काेशाथीले स्टंटअडीग्निटी तिलाञ्जली।-सुनीताआशल्लाहाकार",NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,"No, for one person, another person is trying to stunt dignity. - Sunita Ashallahakar",negative
Balan.chor.ho,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Balan.chor.ho,neutral
Muje Aaimai haru timeharu vukdai gar balen Des banaudai janunxa,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,"I love you every time, I love you so much, I love you so much, I love you so much",positive
साम्सद हलमै बादरछौ त के गर्नु अब जन्ताले तिमी हरु लाई थुतेर फाल्छन हेरिराखौ,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,What do you do if you are sitting in the Samsad Hall?,neutral
Please stop your political  language PM Balen has long term views and plans. Better all opponents support this govt,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Please stop your political  language PM Balen has long term views and plans. Better all opponents support this govt,negative
K vana khojeki kerawali aamai xixi tero buddi,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,K vana khojeki kerawali aamai xixi tero buddi,positive
Kaam napayeka  MP harule Nimkanta pandey ko report bujhau.,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Why did MP Harule Nimkanta Pandey report?,negative
त्यही त म पनि अचम्ममा परेँ प्रधानमन्त्री जस्तो मान्छे भएर आफ्नो देशलाई ले अर्काको देशलाई मेच्यो भने तोक्रा सम्म हो।,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,That's why I was also surprised if a person like the Prime Minister can make his own country better than other countries.,positive
भ्यागुतो बराल सालि,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Vaghuto Baral Pull,neutral
Gajadi lai jutajjutalay han parca sadanma Jay naypal❤❤,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Gajadi lai millions of millions han parca sadanma Jay naypal ❤❤,positive
Tyro jholy samjihalxni,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Tyro jholy samjihalxni,negative
Sahi kura granu vhayo mananiya jiu Jay mato Jay deas 🇳🇵🇳🇵👍👍🇳🇵🇳🇵,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Sahi kura granu vhayo mananiya jiu Jay mato Jay deas 🇳🇵🇳🇵👍👍🇳🇵🇳🇵,positive
"शहि हो नेपालले भारतको भुमि कुन ठाउमा मिचे
कोछ बालेन शाहले देखाउनु पर्छ",NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,"It is true, where did Nepal touch the land of India?
Balen Shah has to show something",negative
तत्कालिन हिटलर चाहिँ कहाँ छन् त ??,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Where is Hitler now?,negative
बालेन नेपाली जनता र नेपाल देशको पक्षमा छैन 😮😮,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Balen is not in favor of Nepali people and Nepal country 😮😮,negative
सहि आवाज घण्टेहरु सकियो यो सभामुख एकलौटी सत्तपक्षको लागि मात्र बोलेको बुझियो राजिनामा  दे उपसभामुख खै हो बोल्नु पर्यो,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,The right voice hours are over. It is understood that the speaker spoke only for the sole authority. Please resign. The deputy speaker should speak yes.,negative
Yo bhrasta haru desh Ra   jantako  nam ma ghus napayera salbalaueka chhan,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Yo bhrasta haru desh Ra jantako nam ma ghus napayera salbalaueka chhan,positive
केही नजाने का मान्छे हरू ले बिरोध गर्ने मात्रै हो! कोले लेखेर दियो त्यो पनि पड्न नजान्ने ले बिरोध,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,People who do not know anything are only protesting! Who wrote that also did not know how to object,negative
