comment,channel,video_url
Aafno thorai diye Si india le dherai liyeko jamin return dinx ni t,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Bakbas.,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
यो कुरो सत्य हो भने बालेन महान हुन्। तर झुटो हो भने मात्रै आपत्ति मान्नुहोला उनले यो खालको मन्त्रीपन देखाउन खोजे कि आफ्नो पनि नछोड्ने र अर्काको पनि नलिने।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Gajeri vasha,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
त्यसैले त अन्यत्र देसमा अलि समय मन्त्री पदमा बसेर अनुभव बटुलेकालाई प्रधानमन्त्री दिन्छन तर यहाँ मेयरबाट एक‌चोटी प्रधानमन्त्री बनाईएका यिनले विश्वभर फ‌ैलिएकाे यिनकै क्रेजलाई डिक्रिज गरि दिएकाे छ हौ ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
अझै काठमाण्डौ महानगरपालिकाका मेयरकाे हैसियतकाे भङधङ्गी गएकाे रहेनछ यिनमा । आफू प्रधानमन्त्री हुँ  भन्ने कुरै विर्सिएर वाेलेका हाेलान ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"याे कुरा उठाउनै नहुने उठाए, याे उनकाे अक्षम्य गल्ती हुन गयाे है । धेरैनै हौसिएर के भनौं भनौ भएर बाेलेका हुन । त्यसैले त संसदमा आफू उपस्थितिमा थित हुन नचाहेका थिए । हर्मेले गर्दा आउन बाध्य भएर आउन त आए तर बाेल्नै नहुने शव्दहरु बाेलेर मरे ! हुन सम्छ, यिनले भारतसंग वार्तामा वस्ने हो र भारतलाई पनि वार्तामा बस्न  प्रेरित गराेस भनेर भनेका हुन सक्छ । तर कुटनीेतिक क्षेत्रमा यस्ता कुराले भाईटल राेल खेल्ने कुरा सैद्धान्तिक ज्ञान बटुलेका वनलेनसंग व्यवहारिकता भन्ने रहेनछ र परिपक्व राजनीतिक विकास भैसकेको रहेनछ भन्ने कुराकाे पुष्ट्याई दिएका छन ।",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
HAMRO NEPALLE BHARATKO  BHUMI CHAHI  MICHEKO CHAINA HOLA. LIPULEKHKO  BHUMI CHAHI BHARATKO DHANI PURJAMA ENTRI BHAI SAKEKO  JASTO LAG CHHA.,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
सरकार बोलेनन् भनेर बिरोधिहरु उतिकै उफ्रेका थिए बालेन सरकार मा आएपछि बुझ्नु भएको होला छिमेकीले त पेल्न पाए भने जग्गा मिच्ने कति छन भारतले हाम्रो सिमा मिचेकोछ भने हाम्रो नेपालले पनि थोरै मिचेको होला सिमाना भको किन एत्रो बर्ष कसैले नगरेको काम अब साथ पो दिनु पर्छ के कारणले सरकारले तेस्तो अभिव्यक्ति दिनुभयों एस्को अर्थ सरकार लाई बिरोध गर्नु हैन बुजेर साथ दिएर भारत र नेपालीको सिमा बराबर होस सरकार भनेर साथ दिनु ठुलो कुरा हो देशको प्रधानमन्त्रीले दिनुभएको अभिव्यक्ति गलत नहोला  जस्तो लाग्छ अर्काको मिच्ने आफ्नो खोस्ने भन्ने हुदैन आफ्नो पनि लिनुपर्छ पर्छ अरुको मिचेको नै छ भने फिर्ता दिनु पर्छ सरकारको मात्रै बिरोधिहरु साथ दिनु का हो का बलेको आगो ताप्ने मेरो गोरुको बारै टक्का त का हुन्छ,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
नेपाले हालसम्म भारतकाे सिमामिचेकाे हाेयिन भारतले चायि नेपालकाे सिमा मिचेकाेछ र हाे जय नेपाल जय नेपाली,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Yemale lai laj vanne katti pani chhaina afu le kasto sasan chalayeko thiyo?,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
प्रधानमन्त्रीकाे अभिव्यक्ति रेष्टुरेन्टमा साथीहरुसँग बसेर गफ गरेकाे जस्ताे भयाे। अपरिपक्व प्रधानमन्त्रीकाे रुपमा चिनिने भयाे।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
👌👌👌👍️👍️👍️👍️👍️👍️,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
👍️👍️👌👌👌👍️👍️👍️👍️👍️,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Gaja.khayera..ako..thiyo.hola.tyo.dhoti.,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Pm ko boli maan parens,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
यो आपत जनक छ नेपाल ले काहा मिचेछत यो सबै पाप बोलेको हो जेजीको नाममा कलक गरेको  ९ खब जलाको पाप हो,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
भारत देशको सिमाना मिचेको भए फिर्ता देउ। त्यहाँका मानिस खुशी हुनेछन्।😢😮,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Dubai,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Yek dui janaako udaaharan didaa hunxa ho sir sabbaiko vanaai raakhnu pardaina,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
प्रधानमन्त्री बालेन शाहा ले तुरुन्त नेपाल ले भारत को जमिन काह काहाँ मिचेको भारत ले भन्नु नसकेको नेपाल को जिमी वारी बेकति ले तुरुन्त माफी माग्नु पर्ने हो,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
रेगुलर हेर्छु,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"नेपालले भारतको सिमाना मिचेको भए भारतबाट सुझाव आउनु पर्ने तर प्रधान मन्त्रीबाट आफै नेपालले पनि भारतको सिमाना मिचेको छ ,भन्नुमा दालमा कालो भएको लक्षण देखापरेको छ है । बिचार पुर्‍याएर काम गर्नु पर्छ।
सिमाना बारे आफ्नो अधिकार माथि कमजोर देखा परेको छ ।",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Right,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Jay Balen sarkar,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
बालेन प्रधानमन्त्री  को तुरुन्त  राजिनामा  को माग  के,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"नबोली नबोली काम गर्ने बालेन लाई बोल्न लगाउँछौ,,
कतै जिब्रो चिप्लिएको हुन सक्छ,भारतले भन्ने ठाउँमा नेपाल ले भन्न पुगेछन्,,त्यसैले संसद भित्रको समस्या संसद बाटै समाधान खोजियोस।।",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"Balen Saha ko Buddi Navayeko ho, yes lai Turantai PM padbata Out garnu Parxa ""ma Sanga 122 jana Sansad xa vsndaima mukhma je auxa tyo bolnu pardaina",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
झेलेहरुलाई   के था? यो  त ( 5:47 जितु  र छडि )को कथा लागु हुनु हो ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Samsad ma gawaf dinda padnupaxa hae,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Pagal haru ma dainike herxu Dubai dhekhe goru pagal Sabai raixa 😢,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"प्रमं बालेन असक्षम, गैरजिम्मेवार र कठपूतली सरकारको नेतृत्व गरिरहेको आसंख पैदा भएको छ।",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"shuv.bihni🙏🙏🌻🌻🦋
dainik🙏❤🎉🎉🎉🎉🍀
bidesh🌾🌾🌾🌾🌾🌾
jay nepal🙏🙏🇳🇵🇳🇵🙏🇳🇵💖
jay Rabi sir🙏🙏💥💥🔥❣🌺
jay balen srkar🙏🙏💥💥🔥❣🌺",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
भारत ले एक ईंच छोडेको छैन अगर एक कट्ठा जमिनको लागी पनि पुरा तराइ मा हाइजैक गर्छ यो भन्दा नामर्द पन अरु के हून्छ भारतसंग कम्पिटीशन लिन सक्दैनम् भन बरू दम छैन भने पनि चूप लायर बस बालेन जी,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"नेपाली जनताको आसा र भरोसा को रास्वोपा ( NFP )
ले यस्तो बक्तब्या दिन लागेत कुन देशका नागरिक हुनत?",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
नेपालले सिमा मिचेको प्र.म. बालेनको भनाई संस्द रेकर्ड  बाट हटाईनु पर्छ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Please pm jyu tapai jatiko bishwasniya byaktile yesto avibyakti dinuhudaina tapaileta jantako man sangai bipaxako man jitnu saknuparxa,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"Hera varsatal haru halat....

Kehi na bujhi 

Mukh chikako",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
एकदम ठिक भन्नुभो यहाँहरुले। प्रधानमन्त्री यसको लागि अशक्षण देखियो,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular Kathmandu,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular Siraha bat,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Ma baniyatar bata regular ❤,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Ktm regular,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Balen biko India saga balen juto volo balen Le rajinama dinu parxa,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Good pm,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular Bengaluru City dhaki,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Hoina yo news ma politics ko news bahek   aru news haru kina kam aauxa??,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
हो हो देश पछी विकास गरौंला पहिला भारत ले अतिक्रमण गरेको नेपाल को क्षेत्र फिर्ता लिनु पर्छ लाखौं युवा बेरोजगार छन् सबै सीमा सुरक्षा बल मा भर्ती गराएर साथै सांसद मा हल्ला गर्ने सम्पूर्ण नेता र उसको छोरा छोरी सहित सबै बोर्डर मा लड्नु जाने जाबो भारत के होरा हमी वीर गोर्खाली को अगाडी जय नेपाल !!! खुकुरी ले मात्र उडाई दिनु पर्छ भारत लाई!!!,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
भारत ले नै मिचेकाे छ,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"सांसदहरू त सधैं यस्तै हुन यो झडप सामान्य हो, फटाहा नेता लाज छैन,,तर प्रधानमन्त्री वालेन जि ले यसरी नभन्नु पर्ने हो , खैकि न ,सिमा यताउता मिचियको हुनसक्छ , तर जिम्मेवारी व्यक्ति ले  यसरी भन्नू उचित हैन",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
नेपालले कहिले पनि भारतको भूमिलाई मिचेको छैन् । Greater Nepal को बारेमा गरिएको अभियान र वकालत के हो ?,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
M dhanusha Chisapani bat regular,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Bhulsudhaar sansadbata grnuprnevo!?,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Satya satya hunxa bolnu pani aat himat hunu paryo ni simanako kura ho michinu sakxa bipakxi vayera birodi matra garne jao gayera sima sima gayera aako kun chai samsad xa,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
म रेगुलर हेर्छु साउदी बाट,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
पैतिस बर्ष भ्रस्टचारिले खोजे पैतिस दिनमा खोजे जनताको न्ययनिसाब,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Aupacharik sansadsabhama anaupacharik ruple boleko milenaki!?👎😅👍,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
आफ्नो देशको उत्पादन बिजुली जनताको लागि शाैलियत हुन्छहाेला साेचेकाे बजेटले झन् बढाएर मर्कामा जनताहरु,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
म रेगुलर हेर्छु 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵जऐ नेपाल,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
म दुबैबाट हेर्दैछु ❤❤❤❤,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
jay🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Hi good morning good news ma regular herxu hal Qatar bat ❤❤❤,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Yo galat bole pm le nepal le kahi katai pani indiako jagga micheko xin chetaya bhaya,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
यस्तो कुरा गरे प्रधानमन्त्री अर्को चुनावमा मन्त्री होइन खण्डरी भएर जाने कुरा पक्का हुन्छ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
यस्ता प्रधानमन्त्री देश दोहोरी नभई के हुनसक्छ वास्तवमा,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Right 🙏🙏,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
पैतिस दिनमै नेपालले भारतको भुमि धेरै मिच्न पुगेछ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Fact hernu hos aani balla bujnu hoss,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
सिमाको बिषयमा प्रधानमन्त्रीले बोलेको कुरा रयापरको हैसियतले पनि बोल्न नहुने जस्तो लाग्यो?,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
35 बर्ष केही नगरेका काङ्ग्रेस एमाले लाई अब सबै सत्यततथ्य चाईयाे किनकि उनिहरुले न के गरे न कही थाहा छ,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
हामिले खाको भय हामिले दिन्छौ नत्र हाहो खान  मिल्दैन  भनेको,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
दैनिक ईमाडोल बुझेपोखरी ललितपुर,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Balen is not capable of being PM.,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
नेपाल  र भारतको भुमिलाई लिएर अहिले  भैइ रहेको  विवाद को कुरा मात्र एकतर्फी  होईन  दुवै तर्फको दाविको कुरा हो जुन नेपाल  सरकार को तर्फ बाट दुवै देशको प्रतिनिधि को बैठकमा  सुल्झाउनै पर्छ ! भारतले भन्छ हाम्रो भुमि हो नेपाल ले भन्छ ! हाम्रो  भुमी हो ! भनेको मिचामिचकै कुरा हुन आउँछ !र वहाँ ले पारदर्शी कुरा गर्नु भएको  हो तर आन्तरिक  छलफलमा राख्ने कुरा हो !तर यो कुरा लाई लिएर बबाल मच्चाउने  न गर्दा हुन्छ  ! तर नेपाल को पुर्व पश्चिम  सिमा लाई सुल्झाउनै पर्छ ! र   हामी ले मिचेको कुरा त सबै ले गरिरहेकोछ !तर त्यो सङ्ग सङ्गै अरु कुरा के समेटिएको कुर पनि त छ !त्यो कुरा किन गरेको छैन !,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Irresponsible PM. It is better PM shouldn't speak public.,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
निजी बिधालय का अभिभावक लाई पेलेर समयता को कुरो उठाएर कर उठाउने सरकार को तर्क हास्यास्पद छ। सरकारको दायित्व हो समयता को ब्यवस्था कसरी गर्ने भन्ने । न कि जनताकै अनैतिक कर ओसुलेर।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Timiharu le balen sarker lahi sikako suhaoodawna akantama basera xatima hat rakera vagawan samjera sochata  timiharu kastaxau? Kati vastachari xau?,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
प्रधानमन्त्रीले संसदमा राष्ट्रघाती अभिब्यक्ति दिएर गंभीर राष्ट्रघात गरेका छन ।महानगरमा ग्रेटर नेपालको नक्सा राखेर जनताको ठूलो समर्थन पाएका बालेन त  ग्रेटर इण्डिया पक्षधर देखिए । नेपाली जनताले सबैथोक खपेपनि राष्ट्रघात कदापि स्वीकार गर्दैनन ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"काठमाण्डौबाट, नियमित  ।प्रधानमन्त्री जस्तो गरिमामय  पदमा बसेका बालेन्द्र साहले प्रतिनीधि सभामा दिएको अभिव्यक्ति अति नै आपत्तिजनक  छ । बिना तथ्य,  बिना आधार,  बिना प्रमाण यस्ता मनगढन्त कुरा गर्नुले नेपालको सार्वभौममाथि प्रहार गरेको प्रष्ट  हुन्छ  । यस्तो अभिव्यक्ति दिने व्यक्ति प्रधानमन्त्री  नभएर बालेन्द्र साह  हुन् । यिनले नालायक चरित्र  देखाए । दुई तिहाइ जन मतको घोर अपमान  भएको छ ।",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Kataka bece holanni Des  tehi vayara great list ma pareko  P M juto bolnuhunxa varatle vanerahola vaneko pakha to milaoonuhunxa biswasxa,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
बालनलाई जिताउनेको गलत,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Rajular hatauda bta 🎉🎉🎉,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Dainekee,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Timiharu lahi karbahi gharnu parxa p M lemafivmagni haeena timiharu Garuda ghardi garera janta ko ragat kayara baseka lahi desma basni aadiker xaeena jantako sarker vagawan sataya Badi sarker ho balen sarker Pura Biswas xa Galt gharnu hunna,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular herxu ktm bata ❤❤,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Gugugaga,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
परापुर्ब कालमानै नेपाल भारत खन्डमा पर्ने एक भुभाग हो त्यसैले नेपाललाइ भारत्मै गाब्नु पर्छ भनेको भए राम्रो हुने थियो बालेन जि किन सिमा मात्रै।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
K.xioto.firta.dinu.basna.ji,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Sahi bhannu bhayo hajurle🙏🙏,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Pm shaha nasa ma boliraheko,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Badhai xa tapaile 7 karod jitnu bhayo 👏,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
यो गजारे फेरि गाँजा खायछ,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
साम्सद जस्तो गरिमामय पदमा निर्वाचित भएका ब्यक्तिहरुको ट्यापे गुन्डाको जस्तो हर्कत गर्नु खेदजनक छ । बसि बसि वार्ता द्वारा समस्या राख्न सकिन्थ्यो नि ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"भारतकाे दिल्ली, युपिमा डाेजर चलेकाे छ, खाेइ हल्ला नेपालमा किन यति बिराेध",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular walling badahara bata namaskar,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Jholey hru bidyarthi sang hru aja kharej vako xaina veda hru ko hul,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Yo desh ma manchhe marda apatijanak hudaina kasaiko abhibyakiti le chai dherai apati janaudo raixa,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
बालेनजि मेयरमै सुहाउनेमान्छेहाे प्रधानमन्त्री  वाहाकालागि अाेभर लाेटभयाे ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
धादिङ मलेखु माछा बजार रेगुलर❤,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
TIBET is Illegally Occupied by communist regimes china slaughtered millions millions innocents Tibetans stole everything from Tibetans nation Dignity identity.......  some nations supporting regimes very shameful sick Disgrace...😢   big nations Bullying smaller neighbouring nations shame Disgrace too,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular from ktm,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
yo desh ko pm.ko boli ati gerjimmebar xa yo manxe desh ko ahit xa,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
दैइनीक🎉🎉🎉🎉,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
घण्टी ग्याङ मुर्दा बाद,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
बालेनले गलतबोले,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
रोष्टममा लडाइँ झगडा गर्न नेपाली जनताले जिताएर पठाएको हैन देश जनताको हक हितमा कानुन बनाउन पठाएको हो ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular from bhairahawa,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
प्रधानमन्त्री बोलेर थुप्रैको रोजगार बढ्यो र प्रतिपक्षीलाई त 😂 सदनमा हङामा गर्न एक महिना  काम पुग्यो 😅,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular frm ktm 😊,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"Pm le k k bolne tyo ghante ko tauke haru le script padheko hudaina ki k ho? J payo tei boldo rahexa.
Regular viewer",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
भारतको भूमि नेपालले पनि काहीँ कतै सानोतिनो जानेर होइन अन्जानमा कुनै समय परिस्थितिमा मिचेको हुन सक्छ यसको चित्त बुझ्दो answer केही समयपछि आउन सक्छ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
अयोग्यताकाे पराकाष्ठा ।देश माथिकाे अछ्यम्मे अपराध ।कसैले जुत्ता हान्न सकेनन ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"Nepal le micheko hoena
Nepal ko shima thaha chalena vane etihash padha . uttarma chin purbama tista pari satalaj dhakxinma ganga Nadi paschimma Killa kangada samma ko jamin kasle micheko? Ramro gyan vaash . Aarko kura gyan hosh ki Nepal ko sima Sri 3 Maharaj Jangabahadur ranale shimama gadeko jange Pilar arko Shima ho awhile Pani thadai xha gyan vaash.",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
२०८२/११/२१ मा चुनियेर गएका पढालेखा युब साँसदहरुले पहिलाको जस्तोमूर्खता पूर्ण रुपमा लडाई झगडा नगरी कुनै पनि एजेण्डामा सभ्य तथा सौहाद्रपूर्ण छलफल गरेर तार्किक निष्कर्षमा पुर्याएर देशलाई निकास दिन्छन् होला भन्ने सोचियेको थियो तर  कतिपय साँसदहरु त पट्ट मूर्ख जस्तो शारीरिक रुपमा आक्रमणमा उत्रेको देख्दा यस्ताहरुले सार्बभौम संसदको गरिमा घटाएका छन् ।यस्ताहरुलाई जुनसुकै दलका किन नहुन सभामुखले तुरुन्त निलम्बन गरेर सभा कक्ष बाट बाहरा पठानु पर्छ।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"प्रधानमन्त्री ले यो भन्यो र त्यो भन्यो भनेर बिरोधको बिकल्प नबनाईयोस,संसद भयर बस्ने हो भने बालेनलाई साथदियर बिधिको शासन कायम गर्ने र भ्रष्टाचार गरेर राज्यको ढिकुटिको पैसा फिर्ता गरायर देश समुन्नति तर्फ लम्काउने मैदान तर लागौं,नत्र गाऊं तिर अराजक क्रियाकलाप र घरका झ्यालबाट पसेर चोरी गर्ने चोरहरुलाई साम्सद बनायर सधन छिरायर अराजक र कुस्ती खेल्ने जात्रा देखाउने क्रियाकलाप देखाउने ब्यबस्यालाई बालेनले एकसट मा गोलपोष्ट भित्र छिरायर तिम्रा लुछाचुडी गरीखाने ब्यवस्था मृत्यू वर्ण गर्नु नपरोस्।धेरै ल्याङ ल्याङ नगर देश बनाउन बिचार बोक्ने बाहेक सबै गोलपोष्ट भित्र छिर्ने वातावरण छिट्टै आउदैछ,बालेन थर्कायर आफ्ना आपराधिक कर्तुत लुकाउन खोज्ने सबै खोरको गोलपोष्टमा गोलबन्द हुनेनै हो,यो आपराधिक क्रियाकलाप गर्ने झुन्डहरुको चिच्याहट भन्ने बालेनले राम्रैसंग बुझेको छ,तिम्रा बिरोधले बालेन बिचलित कदावी हुनेछैन,लेखेर राख।देश बनाउन आयको हो,भ्रष्टाचारी बनाउन हैन।",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular morang bata,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
देशको प्रधानमन्त्री पीएमको बोल्ने तरिका यही हो,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Gamvir Galti Gareko Ho,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
रेगुलर कैलाली बाट . बालेन लेभनेको विषय आपत्ती जनकछ र रोस्टममा जान लडाइ झगडा गर्न नेपालीले त्यहाँपठायका हैनन् गम्भीर विषय हो,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
What are the true,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
बालेन भारतको दलाल हो,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Hamro Ra so pa ka samsad haru pm balenle indiyako sima nepalle Pani micheko can vanda khusi hudai tali bajaune Neta sanga abahamile k aasgarne hola?,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Desh dorohi rast ghati balyan,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
regular news Ratopul Kathmandu,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
बिदुतमा सिछामा लगायको कर रवारेज गर संघियता रवारेज गर गरिबलाइ हेलप गर जनता माथि लगायको लाभकर रवारेज गर केपि ओली सेरे रमेस लेरवक गगन बारव्ा दिपक रवडका परचनड आरजु राणा इनिहरु लाइ जेलमा आजिवन हालनु पर्छ इ देस बेचुवा दलाली हुन मानव तसकरि हुन जय नेपाल,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Yesta  lai  PM banaune nai kharab hun,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Balla prmadit bhayo bhart ko khel thiyo bhadau 23/24,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
नेपाल लाई कमजोर बनाउने अभिब्यक्ती भयो प्रमुखको!,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
yo chai balen sir le galti boleko abstha ho india le Nepal ko sima michi rako xa ultai kata Nepal sima micho ahile aayera balen sarkar thik laknu xodo ?,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Daka rahex ni,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Regular Gaushalla Municipality Mahottri,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Kasto hunu parthyo bich bichma jocks ko kami vayo,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
"😁😁😁 old corrupt politicians always used border issues or problem as a weapon to harm the government of the time but nobody tried to solve the problem honestly because the day ..the problem is solved  , politicians will lose one of their most powerful weapon forever 😄",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
Km,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M
